,SX,M (€),R (mois),F (mois),CA_MOIS (€),CA_TRIM (€),CA_SEM (€),CA_ANNU (€),AG (an),NB_LIV_ENF (unité),NB_LIV_ADO (unité),NB_LIV_ROM (unité),NB_LIV_ART (unité),NB_LIV_BRIC (unité),NB_LIV_ESS (unité),NB_LIV_HIST (unités),NB_LIV_SCI (unité),NB_LIV_GEO (unités),NB_LIV_ECO (unité),NB_LIV_FIN (unité)
00232311,F,18,6,1,0,0,108,216,6,0,0,1,0,0,0,0,0,0,0,0
00232314,F,329,10,10,0,0,0,395,44,1,2,1,1,1,0,4,1,1,0,0
00232317,F,238,16,6,0,0,0,0,48,3,1,1,0,0,0,1,0,0,0,0
00232318,F,322,16,5,0,0,0,0,26,3,1,0,1,0,0,0,0,0,0,0
00232319,M,259,36,2,0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0
00232321,M,325,6,4,0,0,488,975,28,0,1,1,0,1,1,0,0,0,0,0
00232322,F,261,12,2,0,0,0,1566,18,0,0,1,0,0,1,0,0,0,0,1
00232323,M,388,14,7,0,0,0,0,28,0,0,3,2,1,0,1,0,0,0,0
00232324,F,310,14,10,0,0,0,0,40,1,0,3,2,3,0,1,0,0,0,0
00232327,F,290,10,6,0,0,0,580,24,2,0,1,1,1,1,0,0,0,0,0
00232332,M,217,16,2,0,0,0,0,18,0,0,0,0,1,0,1,0,0,0,0
00232334,F,183,4,8,0,0,137,275,28,1,0,0,1,4,1,1,0,0,0,1
00232336,F,189,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1
00232338,M,144,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00232339,M,179,16,1,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0
00232340,F,309,12,2,0,0,0,1854,18,0,0,0,0,1,0,1,0,0,0,1
00232341,F,115,2,2,0,173,345,690,10,1,0,0,0,0,0,1,0,0,0,0
00232346,F,366,4,10,0,0,220,439,60,2,2,0,3,0,1,2,0,0,0,0
00232347,F,243,8,8,0,0,0,365,42,1,2,3,1,0,1,0,1,0,1,0
00232349,M,69,6,2,0,0,207,414,14,0,1,0,0,0,0,1,0,0,0,0
00232350,F,313,12,2,0,0,0,1878,14,1,0,1,0,0,0,0,0,0,0,0
00232351,F,249,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00232353,F,196,2,4,0,147,294,588,10,1,0,1,0,1,0,1,0,0,0,0
00232354,F,198,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00232356,M,161,24,1,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0
00232362,F,155,24,2,0,0,0,0,32,1,0,0,1,0,0,0,0,0,0,0
00232363,F,96,14,2,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0
00232364,F,109,8,1,0,0,0,1308,8,0,0,0,0,0,1,0,0,0,0,0
00232369,F,155,6,1,0,0,930,1860,6,0,0,0,1,0,0,0,0,0,0,0
00232371,F,267,32,2,0,0,0,0,38,1,0,0,1,0,0,0,0,0,0,0
00232374,F,189,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00232375,M,190,2,8,0,71,143,285,32,2,2,1,1,1,0,1,0,0,0,0
00232381,M,219,6,11,0,0,119,239,50,0,1,8,0,0,1,1,0,0,0,0
00232385,F,297,12,2,0,0,0,1782,14,0,0,0,1,1,0,0,0,0,0,0
00232386,F,199,10,11,0,0,0,217,34,1,2,5,1,1,0,1,1,0,0,0
00232387,F,46,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00232389,M,148,12,2,0,0,0,888,16,1,0,0,1,0,0,0,0,0,0,0
00232390,F,59,12,1,0,0,0,708,12,1,0,0,0,0,0,0,0,0,0,0
00232391,F,192,12,11,0,0,0,209,48,1,2,1,0,0,4,3,0,0,0,1
00232395,F,46,12,2,0,0,0,276,18,0,0,0,0,0,1,1,0,0,0,0
00232396,M,211,12,2,0,0,0,1266,16,0,1,0,0,0,1,0,0,0,0,1
00232398,F,105,16,2,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0
00232399,M,257,16,2,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0
00232401,F,118,34,2,0,0,0,0,40,0,0,1,1,0,0,0,0,0,0,0
00232402,M,300,6,2,0,0,900,1800,10,0,0,0,0,1,1,0,0,0,0,0
00232405,F,113,18,4,0,0,0,0,40,0,0,1,1,0,0,2,0,0,0,0
00232407,F,293,8,2,0,0,0,1758,12,0,0,1,1,0,0,0,0,0,0,0
00232408,F,445,4,11,0,0,243,485,34,0,2,4,2,1,2,0,0,0,0,0
00232409,F,32,8,1,0,0,0,384,8,0,0,0,0,0,0,1,0,0,0,0
00232410,F,403,6,10,0,0,242,484,28,1,2,2,2,1,0,2,1,1,0,0
00232411,F,215,12,11,0,0,0,235,44,3,0,2,3,1,1,1,0,0,0,0
00232412,M,180,6,1,0,0,1080,2160,6,0,0,0,1,0,0,0,0,0,0,0
00232413,F,72,10,4,0,0,0,216,20,1,0,1,1,0,0,1,0,0,0,0
00232414,F,160,26,10,0,0,0,0,48,1,0,4,0,2,1,2,0,0,0,0
00232418,F,269,14,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0
00232422,M,238,14,2,0,0,0,0,20,0,0,0,1,0,0,1,0,0,0,0
00232423,F,129,16,5,0,0,0,0,28,1,2,0,0,1,1,0,0,0,0,0
00232426,F,93,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00232431,F,407,2,9,0,136,271,543,48,5,1,3,0,0,0,0,0,0,0,0
00232435,M,391,12,8,0,0,0,587,48,2,1,1,2,0,1,1,1,0,1,0
00232436,F,381,12,11,0,0,0,416,62,1,2,5,0,2,0,1,0,0,0,0
00232437,M,323,14,10,0,0,0,0,62,2,0,3,0,3,1,1,1,1,0,1
00232440,F,201,6,2,0,0,603,1206,12,0,0,1,0,0,0,1,0,0,0,0
00232441,M,253,10,1,0,0,0,3036,10,0,1,0,0,0,0,0,0,0,0,0
00232442,F,119,10,1,0,0,0,1428,10,0,0,0,0,1,0,0,0,0,0,0
00232443,M,66,12,1,0,0,0,792,12,0,0,0,0,0,1,0,0,0,0,1
00232450,F,68,8,2,0,0,0,408,14,0,0,2,0,0,0,0,1,0,0,0
00232451,F,134,10,4,0,0,0,402,22,1,0,0,0,0,0,3,0,0,0,1
00232456,F,277,16,2,0,0,0,0,18,1,0,0,0,0,0,1,0,0,0,0
00232457,F,189,30,10,0,0,0,0,58,2,1,2,2,1,1,1,0,0,0,0
00232460,F,182,10,1,0,0,0,2184,10,0,0,0,0,1,0,0,0,0,0,0
00232461,M,96,12,3,0,0,0,384,30,0,0,0,2,1,0,0,0,0,0,0
00232462,F,292,14,9,0,0,0,0,68,3,0,5,0,0,1,0,1,0,1,0
00232464,F,190,2,1,0,570,1140,2280,2,0,0,1,0,0,0,0,0,0,0,0
00232466,M,400,10,12,0,0,0,400,40,1,1,5,0,0,1,4,0,0,0,0
00232467,F,204,12,1,0,0,0,2448,12,0,0,0,1,0,0,0,0,0,0,0
00232468,F,194,8,4,0,0,0,582,26,1,0,1,1,0,1,0,0,0,0,0
00232469,F,268,36,1,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0
00232473,F,328,30,10,0,0,0,0,60,4,1,2,1,1,0,1,1,0,0,0
00232475,M,190,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00232476,F,181,10,1,0,0,0,2172,10,0,0,1,0,0,0,0,0,0,0,0
00232478,F,149,4,2,0,0,447,894,12,0,1,1,0,0,0,0,0,0,0,1
00232479,M,201,28,2,0,0,0,0,34,0,0,1,0,0,0,1,0,0,0,1
00232481,M,56,12,2,0,0,0,336,16,1,0,0,1,0,0,0,0,0,0,0
00232482,M,79,4,1,0,0,474,948,4,0,0,1,0,0,0,0,0,0,0,0
00232483,M,299,6,9,0,0,199,399,42,0,2,4,0,0,1,2,1,0,1,1
00232484,M,156,4,2,0,0,468,936,12,2,0,0,0,0,0,0,0,0,0,0
00232486,M,300,12,2,0,0,0,1800,14,0,1,1,0,0,0,0,0,0,0,0
00232488,F,152,30,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0
00232490,F,305,8,5,0,0,0,732,26,1,0,2,0,0,0,2,0,0,0,0
00232491,F,264,22,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
00232493,M,212,12,7,0,0,0,363,40,2,2,3,0,0,0,0,1,0,0,0
00232495,F,185,6,12,0,0,93,185,50,6,0,1,0,0,2,3,1,0,1,0
00232498,F,226,4,1,0,0,1356,2712,4,0,0,1,0,0,0,0,0,0,0,0
00232499,M,96,24,5,0,0,0,0,42,2,0,2,0,0,1,0,0,0,0,0
00232500,M,312,14,3,0,0,0,0,28,2,0,1,0,0,0,0,0,0,0,0
00232504,F,209,26,5,0,0,0,0,52,2,0,2,0,1,0,0,0,0,0,0
00232505,F,77,4,1,0,0,462,924,4,0,0,0,0,0,0,1,0,0,0,0
00232506,F,452,10,11,0,0,0,493,34,4,1,2,2,0,1,1,0,0,0,0
00232507,M,256,4,12,0,0,128,256,34,2,1,3,2,1,1,2,0,0,0,0
00232508,F,127,22,3,0,0,0,0,34,0,0,2,1,0,0,0,0,0,0,0
00232509,F,218,6,2,0,0,654,1308,8,1,1,0,0,0,0,0,0,0,0,0
00232511,F,285,30,1,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0
00232515,M,372,8,5,0,0,0,893,32,0,1,2,2,0,0,0,1,0,0,0
00232516,M,66,24,1,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0
00232517,M,326,14,2,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0
00232518,F,122,14,2,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0
00232525,F,142,16,2,0,0,0,0,22,0,0,0,0,1,1,0,0,0,0,0
00232526,F,402,26,7,0,0,0,0,40,2,0,3,0,0,2,0,0,0,0,1
00232529,F,160,16,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0
00232532,F,248,6,2,0,0,744,1488,10,1,0,1,0,0,0,0,0,0,0,0
00232533,F,328,8,2,0,0,0,1968,10,1,0,1,0,0,0,0,0,0,0,0
00232538,F,78,10,1,0,0,0,936,10,0,1,0,0,0,0,0,0,0,0,0
00232541,F,67,2,1,0,201,402,804,2,0,0,0,0,0,1,0,0,0,0,0
00232542,F,293,16,8,0,0,0,0,50,1,0,2,0,0,1,4,0,0,0,0
00232543,M,180,6,1,0,0,1080,2160,6,0,1,0,0,0,0,0,0,0,0,0
00232549,M,188,4,1,0,0,1128,2256,4,0,0,0,1,0,0,0,0,0,0,0
00232554,F,280,14,2,0,0,0,0,16,0,0,0,1,0,1,0,0,0,1,0
00232555,F,259,4,2,0,0,777,1554,10,0,0,1,0,1,0,0,0,0,0,0
00232556,M,274,4,1,0,0,1644,3288,4,0,0,0,0,1,0,0,0,0,0,0
00232557,F,275,18,9,0,0,0,0,40,2,2,1,2,0,0,2,1,0,0,0
00232559,F,403,10,8,0,0,0,605,42,2,0,2,0,1,2,1,0,0,0,1
00232561,F,201,12,2,0,0,0,1206,16,0,1,0,1,0,0,0,0,0,0,0
00232562,F,267,10,1,0,0,0,3204,10,1,0,0,0,0,0,0,0,0,0,0
00232566,M,149,14,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
00232567,F,42,12,2,0,0,0,252,20,1,0,0,0,0,0,1,0,0,0,0
00232569,M,347,6,6,0,0,347,694,24,1,0,2,2,0,0,1,1,0,0,0
00232574,M,142,24,2,0,0,0,0,26,0,0,0,1,0,1,0,0,0,0,0
00232575,F,34,28,1,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0
00232576,F,25,12,1,0,0,0,300,12,0,0,1,0,0,0,0,0,0,0,0
00232578,F,183,8,1,0,0,0,2196,8,0,0,0,0,0,1,0,0,0,0,0
00232580,F,256,14,2,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0
00232581,M,140,30,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0
00232583,F,173,16,6,0,0,0,0,30,0,2,3,0,1,0,0,1,0,0,0
00232584,F,412,20,9,0,0,0,0,42,1,2,3,1,0,2,0,1,0,1,0
00232585,M,15,6,1,0,0,90,180,6,1,0,0,0,0,0,0,0,0,0,0
00232587,F,297,34,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
00232588,F,425,14,12,0,0,0,0,76,3,1,1,2,2,1,2,0,1,0,0
00232589,F,133,12,4,0,0,0,399,28,1,0,2,0,0,1,0,1,0,0,0
00232591,M,37,12,2,0,0,0,222,18,0,1,1,0,0,0,0,1,0,0,0
00232596,M,275,8,11,0,0,0,300,46,5,1,0,2,1,1,1,0,0,0,0
00232597,F,286,16,2,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0
00232599,F,173,16,6,0,0,0,0,46,0,0,1,2,0,2,1,0,0,0,0
00232602,F,338,12,12,0,0,0,338,50,4,0,5,0,1,1,1,0,0,0,0
00232603,F,249,10,7,0,0,0,427,50,2,1,1,2,1,0,0,0,0,0,0
00232604,F,332,14,3,0,0,0,0,32,1,0,1,1,0,0,0,0,0,0,0
00232606,F,80,16,2,0,0,0,0,22,0,0,0,1,0,1,0,0,0,1,0
00232607,M,89,16,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0
00232609,M,347,14,6,0,0,0,0,40,0,1,4,0,0,1,0,0,0,0,0
00232611,M,120,16,2,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,0
00232612,M,257,12,12,0,0,0,257,82,1,1,2,2,2,2,2,1,1,1,1
00232616,F,82,16,2,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0
00232624,F,106,8,1,0,0,0,1272,8,0,0,0,0,0,1,0,0,0,0,0
00232625,F,201,16,2,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0
00232626,F,103,30,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0
00232627,F,95,4,1,0,0,570,1140,4,0,0,0,0,0,1,0,0,0,0,0
00232631,F,130,12,1,0,0,0,1560,12,0,1,0,0,0,0,0,0,0,0,0
00232635,M,332,12,7,0,0,0,569,52,3,1,3,0,0,0,0,1,0,0,0
00232636,M,309,10,2,0,0,0,1854,12,0,1,0,0,1,0,0,0,0,0,0
00232639,F,366,16,9,0,0,0,0,66,2,1,2,0,1,1,2,0,0,0,0
00232642,F,383,14,12,0,0,0,0,58,1,1,4,1,3,2,0,1,1,1,0
00232645,F,212,8,2,0,0,0,1272,16,1,0,1,0,0,0,0,0,0,0,0
00232646,F,235,10,1,0,0,0,2820,10,0,1,0,0,0,0,0,0,0,0,0
00232650,F,239,10,2,0,0,0,1434,16,0,0,0,0,1,0,1,0,0,0,1
00232651,M,93,10,2,0,0,0,558,14,0,0,1,0,1,0,0,0,0,0,0
00232653,M,302,16,5,0,0,0,0,28,2,1,0,1,1,0,0,0,0,0,0
00232655,F,56,10,2,0,0,0,336,14,0,1,0,0,0,0,1,0,0,0,0
00232656,F,121,26,2,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,0
00232657,F,176,20,2,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0
00232664,M,152,10,2,0,0,0,912,14,0,0,1,0,0,1,0,0,0,0,0
00232665,F,223,10,4,0,0,0,669,20,2,0,0,0,1,0,1,0,0,0,0
00232666,M,164,30,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0
00232668,F,356,4,5,0,0,427,854,22,1,0,0,0,2,1,1,0,0,0,1
00232669,M,69,28,1,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0
00232671,F,112,36,1,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0
00232673,F,354,2,6,0,177,354,708,20,2,0,1,1,0,0,2,1,0,0,0
00232675,F,35,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00232677,F,285,2,1,0,855,1710,3420,2,0,0,0,0,0,0,1,0,0,0,0
00232681,F,389,12,9,0,0,0,519,42,1,0,3,2,1,1,1,0,0,0,0
00232682,F,122,28,1,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0
00232685,F,149,8,1,0,0,0,1788,8,0,0,0,0,1,0,0,0,0,0,0
00232686,F,153,4,8,0,0,115,230,40,2,2,2,1,0,0,1,0,0,0,0
00232687,M,374,10,12,0,0,0,374,62,3,0,5,0,0,2,2,0,0,0,0
00232689,F,91,16,2,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0
00232691,F,359,16,11,0,0,0,0,42,2,0,4,1,3,0,1,0,0,0,0
00232692,F,264,10,1,0,0,0,3168,10,0,0,1,0,0,0,0,0,0,0,0
00232694,F,18,12,1,0,0,0,216,12,0,0,0,0,1,0,0,0,0,0,0
00232695,F,203,12,2,0,0,0,1218,18,0,1,1,0,0,0,0,0,0,0,0
00232696,M,418,10,8,0,0,0,627,28,2,0,1,1,2,1,1,0,0,0,1
00232699,F,312,12,6,0,0,0,624,30,0,2,2,0,1,1,0,0,0,0,0
00232704,F,200,8,2,0,0,0,1200,10,0,0,1,0,0,0,1,0,0,0,0
00232705,F,391,30,11,0,0,0,0,80,3,0,6,1,1,0,0,0,0,0,0
00232707,M,185,6,1,0,0,1110,2220,6,1,0,0,0,0,0,0,0,0,0,0
00232716,F,96,4,1,0,0,576,1152,4,0,0,1,0,0,0,0,0,0,0,0
00232719,F,315,18,2,0,0,0,0,22,1,0,0,0,0,1,0,0,0,1,1
00232720,F,300,4,1,0,0,1800,3600,4,0,0,1,0,0,0,0,0,0,0,0
00232721,F,133,10,2,0,0,0,798,18,0,1,0,1,0,0,0,0,0,0,0
00232723,F,98,10,1,0,0,0,1176,10,1,0,0,0,0,0,0,0,0,0,0
00232725,M,291,30,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0
00232729,F,223,2,2,0,335,669,1338,6,0,0,0,1,0,0,1,0,0,0,0
00232730,F,358,24,12,0,0,0,0,88,2,0,2,2,2,3,1,1,1,1,1
00232731,F,218,4,2,0,0,654,1308,10,2,0,0,0,0,0,0,0,0,0,0
00232732,F,153,22,2,0,0,0,0,28,0,1,1,0,0,0,0,1,0,0,0
00232734,F,185,6,2,0,0,555,1110,14,0,1,0,0,0,1,0,0,0,0,0
00232735,F,251,28,2,0,0,0,0,30,0,1,0,1,0,0,0,0,0,0,0
00232736,F,420,16,12,0,0,0,0,40,4,2,1,1,0,2,2,1,0,1,0
00232737,F,186,28,1,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0
00232738,F,337,18,10,0,0,0,0,66,1,1,2,1,1,1,3,0,0,0,0
00232739,F,142,16,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0
00232740,F,300,34,2,0,0,0,0,36,1,0,0,0,0,0,1,0,0,0,0
00232746,F,368,4,6,0,0,368,736,18,2,3,1,0,0,0,0,0,0,0,0
00232748,F,156,10,2,0,0,0,936,14,0,0,0,0,1,0,1,0,0,0,1
00232749,M,200,4,9,0,0,133,267,28,3,1,1,1,0,2,1,0,0,0,0
00232750,F,234,2,10,0,70,140,281,26,2,1,1,3,0,1,2,0,0,0,0
00232754,F,83,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
00232755,F,143,2,2,0,215,429,858,8,1,0,0,0,0,0,1,0,0,0,0
00232757,F,410,16,9,0,0,0,0,60,2,0,2,0,1,1,3,0,0,0,0
00232758,M,52,12,1,0,0,0,624,12,1,0,0,0,0,0,0,0,0,0,0
00232759,F,85,14,2,0,0,0,0,16,1,0,0,0,0,1,0,0,0,0,0
00232761,M,104,16,2,0,0,0,0,18,0,1,0,1,0,0,0,0,0,0,0
00232762,M,100,12,1,0,0,0,1200,12,0,0,0,0,1,0,0,0,0,0,0
00232765,F,160,14,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0
00232767,F,315,16,9,0,0,0,0,64,0,2,1,0,2,0,4,0,0,0,0
00232768,F,57,10,2,0,0,0,342,16,0,0,0,0,0,1,1,0,0,0,0
00232772,M,287,20,2,0,0,0,0,22,0,0,1,1,0,0,0,0,0,0,0
00232773,M,278,28,2,0,0,0,0,30,0,0,1,0,0,1,0,0,0,0,0
00232775,M,39,14,2,0,0,0,0,20,0,1,0,1,0,0,0,0,0,0,0
00232777,M,111,8,1,0,0,0,1332,8,1,0,0,0,0,0,0,0,0,0,1
00232780,F,226,26,2,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,0
00232781,M,124,10,1,0,0,0,1488,10,0,0,0,1,0,0,0,0,0,0,0
00232782,F,208,4,4,0,0,312,624,22,1,0,1,0,0,1,1,0,0,0,0
00232784,M,38,6,1,0,0,228,456,6,0,0,1,0,0,0,0,0,0,0,0
00232786,F,149,4,1,0,0,894,1788,4,0,0,1,0,0,0,0,0,0,0,0
00232788,F,459,14,11,0,0,0,0,76,2,2,2,1,1,0,3,0,0,0,0
00232790,F,114,10,4,0,0,0,342,20,1,0,1,1,0,0,1,1,0,0,0
00232792,F,183,16,2,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0
00232794,F,230,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00232795,F,270,10,2,0,0,0,1620,14,1,0,1,0,0,0,0,1,0,0,0
00232796,F,280,12,9,0,0,0,373,30,0,1,3,1,0,3,1,0,0,0,0
00232798,F,165,12,2,0,0,0,990,16,1,0,0,1,0,0,0,0,0,0,0
00232800,F,236,4,7,0,0,202,405,38,2,2,2,0,0,0,1,0,0,0,0
00232802,F,369,22,7,0,0,0,0,52,2,1,3,0,0,0,1,1,0,0,0
00232803,F,259,2,1,0,777,1554,3108,2,0,0,1,0,0,0,0,0,0,0,0
00232806,F,97,14,5,0,0,0,0,44,2,0,1,1,1,0,0,0,0,0,0
00232812,F,316,2,10,0,95,190,379,48,3,0,2,1,2,1,1,1,1,1,1
00232816,F,60,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
00232821,F,162,4,3,0,0,324,648,12,0,1,1,0,0,1,0,0,0,0,0
00232822,F,240,2,1,0,720,1440,2880,2,1,0,0,0,0,0,0,0,0,0,0
00232824,M,60,10,2,0,0,0,360,16,0,0,1,1,0,0,0,0,0,0,1
00232825,M,314,6,8,0,0,236,471,22,3,0,1,0,0,1,3,1,0,1,0
00232826,M,164,10,1,0,0,0,1968,10,0,0,0,0,0,0,1,0,0,0,0
00232828,F,242,20,2,0,0,0,0,28,0,0,0,0,0,0,2,0,0,0,0
00232833,M,280,4,2,0,0,840,1680,10,1,1,0,0,0,0,0,0,0,0,0
00232837,M,421,14,9,0,0,0,0,66,2,0,1,0,0,1,5,1,0,1,0
00232839,F,137,16,2,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0
00232842,F,78,16,2,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0
00232843,M,338,2,8,0,127,254,507,44,2,1,1,1,0,0,3,0,0,0,1
00232844,M,216,10,1,0,0,0,2592,10,1,0,0,0,0,0,0,0,0,0,0
00232846,M,188,8,1,0,0,0,2256,8,0,1,0,0,0,0,0,0,0,0,0
00232847,F,262,4,1,0,0,1572,3144,4,0,0,0,0,1,0,0,0,0,0,0
00232848,M,251,4,4,0,0,377,753,26,2,0,2,0,0,0,0,0,0,0,0
00232851,M,35,6,2,0,0,105,210,12,0,0,0,1,1,0,0,0,0,0,0
00232854,F,280,12,1,0,0,0,3360,12,0,0,1,0,0,0,0,0,0,0,0
00232855,M,297,16,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
00232856,M,305,8,2,0,0,0,1830,16,0,0,2,0,0,0,0,1,0,0,0
00232857,M,134,30,1,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0
00232858,F,274,6,2,0,0,822,1644,12,1,0,1,0,0,0,0,0,0,0,0
00232860,F,315,8,2,0,0,0,1890,10,1,0,1,0,0,0,0,0,0,0,0
00232863,F,60,14,2,0,0,0,0,22,0,0,1,0,1,0,0,0,0,0,0
00232865,M,304,26,1,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0
00232870,F,169,22,10,0,0,0,0,62,1,0,4,2,0,1,2,0,0,0,1
00232873,M,90,16,4,0,0,0,0,32,2,0,0,1,1,0,0,0,0,0,0
00232876,F,69,10,1,0,0,0,828,10,1,0,0,0,0,0,0,0,0,0,0
00232880,F,290,16,8,0,0,0,0,60,2,1,2,1,0,2,0,0,0,0,0
00232882,F,307,6,6,0,0,307,614,24,2,0,2,1,0,0,1,1,0,0,0
00232883,M,275,16,2,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0
00232884,F,135,2,1,0,405,810,1620,2,0,0,1,0,0,0,0,0,0,0,0
00232886,F,135,14,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0
00232888,M,298,24,2,0,0,0,0,28,0,0,0,0,0,1,1,0,0,0,1
00232889,F,272,10,8,0,0,0,408,48,0,1,3,3,0,0,1,0,0,0,0
00232890,F,261,14,5,0,0,0,0,30,1,1,2,0,0,0,1,0,0,0,0
00232891,F,404,2,8,0,152,303,606,34,2,2,0,2,0,1,1,0,0,1,0
00232892,F,269,4,7,0,0,231,461,40,3,0,1,1,0,1,1,0,0,0,0
00232896,M,338,6,7,0,0,290,579,38,0,2,0,4,0,0,1,0,0,0,0
00232899,F,288,6,4,0,0,432,864,28,1,0,1,0,2,0,0,0,0,0,0
00232900,F,237,34,12,0,0,0,0,94,5,1,3,0,0,2,1,1,0,1,0
00232901,F,450,16,11,0,0,0,0,52,3,2,1,1,2,1,1,0,0,0,0
00232902,F,108,10,1,0,0,0,1296,10,0,1,0,0,0,0,0,0,0,0,0
00232903,F,190,14,2,0,0,0,0,22,0,0,0,0,0,1,1,0,0,0,0
00232904,F,101,10,6,0,0,0,202,42,2,0,1,1,0,1,1,1,0,1,0
00232908,F,153,12,4,0,0,0,459,20,1,1,1,0,1,0,0,0,0,0,0
00232910,M,198,2,1,0,594,1188,2376,2,0,0,1,0,0,0,0,0,0,0,0
00232911,F,96,4,2,0,0,288,576,6,1,0,1,0,0,0,0,0,0,0,0
00232912,F,434,4,11,0,0,237,473,32,3,1,3,0,0,0,4,0,0,0,0
00232913,F,290,8,1,0,0,0,3480,8,0,1,0,0,0,0,0,0,0,0,0
00232915,F,242,22,9,0,0,0,0,62,2,1,4,0,0,1,1,0,0,0,0
00232918,F,52,12,1,0,0,0,624,12,0,0,1,0,0,0,0,0,0,0,0
00232920,F,50,12,3,0,0,0,200,26,0,0,1,1,0,0,1,0,0,0,0
00232922,F,199,10,1,0,0,0,2388,10,0,0,0,0,0,0,1,0,0,0,0
00232924,F,311,6,1,0,0,1866,3732,6,0,1,0,0,0,0,0,0,0,0,1
00232925,F,132,16,8,0,0,0,0,56,1,0,2,1,1,1,2,1,0,0,0
00232928,F,306,36,6,0,0,0,0,50,1,0,1,0,2,0,2,0,0,0,0
00232929,F,294,16,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
00232935,F,211,12,11,0,0,0,230,56,2,1,0,0,0,3,5,0,0,1,1
00232938,F,199,14,8,0,0,0,0,60,1,0,2,1,0,2,2,1,0,1,0
00232942,M,368,16,5,0,0,0,0,44,1,2,0,1,0,1,0,0,0,0,1
00232946,F,126,12,2,0,0,0,756,16,1,0,0,1,0,0,0,0,0,0,0
00232951,F,85,24,1,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0
00232954,F,405,14,9,0,0,0,0,42,1,1,3,1,0,2,1,0,0,0,1
00232956,F,15,2,1,0,45,90,180,2,1,0,0,0,0,0,0,0,0,0,0
00232957,F,110,14,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0
